REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS
2024-03-23,ATL - Above The Line,Title,cinema,12320.71,13318.74,9.419118026157161,9.497002424384352
2024-03-26,ATL - Above The Line,Brand,partnership,76.38,106236.38,4.348728349272367,11.573431303261591
2024-04-17,ATL - Above The Line,Title,ctv,3343.09,14901.65,8.11494988771802,9.609294328468689
2022-11-07,ATL - Above The Line,Title,tv,74.65,71823.09,4.326117440234365,11.181975214083971
2023-07-25,ATL - Above The Line,Title,ooh,1781.37,97101.99,7.485699218352539,11.483527446802231
2022-11-15,ATL - Above The Line,Title,print,61674.12,13210.68,11.02963588707868,9.48885656581167
2022-11-18,ATL - Above The Line,Brand,radio,6089.14,11291.58,8.714426348945459,9.331901151851683
2023-08-03,ATL - Above The Line,Title,ooh,668.25,20899.48,6.506157682400462,9.947527404196354
2022-11-25,ATL - Above The Line,Brand,print,3001.78,9251.61,8.00729380522642,9.132660952868378
2023-08-18,ATL - Above The Line,Brand,partnership,3280.68,31127.1,8.096110765372993,10.345866227200993
2023-08-19,ATL - Above The Line,Brand,digital audio,7453.16,22430.36,8.916527544794077,10.018215258756838
2022-12-18,ATL - Above The Line,Brand,cinema,269.37,39580.7,5.599791391268202,10.586122169219536
2023-09-19,ATL - Above The Line,Brand,partnership,9254.66,111922.42,9.132990535268851,11.625570166413592
2023-10-11,ATL - Above The Line,Brand,olv,24.09,62590.51,3.222469360378331,11.044384924887364
2023-10-30,ATL - Above The Line,Title,bvod,1018.75,45032.58,6.927312778197668,10.71516371268931
2023-10-31,ATL - Above The Line,Title,digital audio,1315.46,3837.23,7.182701594881913,8.252766601817427
2023-11-07,ATL - Above The Line,Title,online display,9961.21,43007.96,9.206554213515442,10.669163745062274
2022-06-21,ATL - Above The Line,Launch,paid social,3308.12,155161.21,8.10443757199661,11.952226364814159
2022-07-10,ATL - Above The Line,Launch,online display,251.19,1346.02,5.530182771674116,7.205650024110084
2023-03-31,ATL - Above The Line,Title,online display,536.65,55043.73,6.287207790836535,10.91590140641481
2022-07-20,ATL - Above The Line,Title,online display,4545.56,23496.4,8.422126182043586,10.06464505571351
2024-04-12,ATL - Above The Line,Title,ctv,2753.33,11755.78,7.920929497818134,9.372185374436137
2022-11-19,ATL - Above The Line,Title,bvod,1116.5,61572.07,7.018849326487724,11.027979878607944
2024-04-23,ATL - Above The Line,Title,olv,1333.24,153163.23,7.196117120338675,11.939266023386926
2022-12-07,ATL - Above The Line,Brand,digital audio,11157.69,59993.3,9.319973845532774,11.002004836691452
2022-12-07,ATL - Above The Line,Brand,ooh,1247.43,18998.88,7.129642040867262,9.852187942339159
2022-12-21,ATL - Above The Line,Title,bvod,2708.85,10701.56,7.904648561788343,9.27823824417017
2023-02-04,ATL - Above The Line,Brand,radio,159543.13,31872.48,11.980075840054969,10.36952959504919
2023-10-20,ATL - Above The Line,Brand,tv,243.11,66185.71,5.497618943376676,11.10023496648405
2023-10-28,ATL - Above The Line,Brand,online display,112.24,18699.03,4.7295094602436984,9.836280407119466
2023-05-07,ATL - Above The Line,Brand,paid social,13064.87,20602.88,9.47775876586398,9.933234686556693
2023-08-05,DR - Direct Response,Title,app,932.92,467372.53,6.839390781455481,13.054884067048473
2023-05-15,DR - Direct Response,Title,paid social,1788.01,81333.83,7.489417673208021,11.306329617077266
2022-09-29,ATL - Above The Line,Title,paid social,775.32,87378.8,6.654564806315631,11.378019413649524
2024-04-13,DR - Direct Response,Title,paid social,1986.92,6372.73,7.5948441449581185,8.759940134494272
2023-08-11,DR - Direct Response,Brand,paid social,56879.06,13563.44,10.948700119328887,9.515206941528014
2022-11-08,DR - Direct Response,Brand,paid social,13509.45,29713.09,9.511218739059775,10.299376623067989
2024-03-09,ATL - Above The Line,Title,paid social,15057.3,10100.14,9.619684613176146,9.220403567746995
2023-08-07,DR - Direct Response,Brand,app,246.4,137258.85,5.511006459958388,11.829631123645475
2023-09-13,DR - Direct Response,Title,display,397.59,113433.27,5.987933319656665,11.63897882920672
2023-11-17,ATL - Above The Line,Title,paid social,18.89,16143.88,2.9902170928658807,9.68935825052307
2023-02-03,DR - Direct Response,Title,paid social,736.81,164998.92,6.603686338879343,12.013700268034116
2024-03-07,DR - Direct Response,Brand,youtube,17857.09,27451.42,9.790211905822554,10.220209603343225
2023-05-17,ATL - Above The Line,Brand,display,8073.85,370117.35,8.99650957206693,12.821578098339412
2022-09-01,DR - Direct Response,Brand,ott,2129.09,31874.35,7.663919511331943,10.3695882627926
2024-01-05,DR - Direct Response,Title,paid social,3050.41,49136.37,8.023359057857975,10.802375124089373
2023-11-01,DR - Direct Response,Title,youtube,915.83,112255.19,6.820922067938194,11.628538948850231
2023-11-02,DR - Direct Response,Title,paid social,4595.71,99299.33,8.433096109195905,11.505904173290581
2024-04-09,DR - Direct Response,Title,app,12653.8,46013.87,9.445791868824312,10.736719884103259
2022-12-12,DR - Direct Response,Title,youtube,171.84,23929.69,5.152366311063733,10.082917014586181
2022-07-23,ATL - Above The Line,Brand,paid social,5454.28,46171.08,8.604339226005791,10.740130565385126
2023-12-14,DR - Direct Response,Brand,pmax,17091.75,12158.84,9.74640967597907,9.405893997538856
2024-04-02,DR - Direct Response,Title,app,1501.2,32113.34,7.314685979251911,10.37705793833639
2023-12-14,DR - Direct Response,Title,paid social,11249.35,9061.69,9.328154518259737,9.111921264460399
2024-02-12,ATL - Above The Line,Title,paid social,510833.95,4620.36,13.143801822882844,8.438444313051134
2024-04-23,DR - Direct Response,Title,display,2630.54,28998.97,7.875324505134322,10.275050074485318
2023-03-23,ATL - Above The Line,Title,paid social,6458.89,97781.7,8.773367568767895,11.4905029487602
2022-08-02,DR - Direct Response,Brand,paid social,838.05,69773.72,6.732270299447171,11.153027045497868
2022-12-28,ATL - Above The Line,Brand,display,4404.79,25394.31,8.390674863947694,10.142319790288226
2022-07-30,DR - Direct Response,Brand,paid social,7288.74,158999.26,8.894223159071757,11.976661116421157
2023-04-15,DR - Direct Response,Brand,app,4514.18,15578.92,8.415200332166048,9.653738184623366
2023-11-30,DR - Direct Response,Title,display,504.07,4027.36,6.224697033530733,8.301114624224146
2023-12-05,DR - Direct Response,Title,paid social,4609.03,3089.63,8.43598964356171,8.036130232605522
2023-10-20,DR - Direct Response,Brand,ott,44470.52,8431.35,10.702604263266908,9.039830778458587
2023-05-09,DR - Direct Response,Brand,paid social,7137.25,62536.53,8.87322292725298,11.043522135508518
2022-06-22,DR - Direct Response,Brand,app,18028.22,14584.81,9.799749054030288,9.58780441726984
2022-09-27,DR - Direct Response,Brand,youtube,2070.35,43773.15,7.63595584759947,10.686798739489802
2023-12-01,ATL - Above The Line,Brand,paid social,12294.07,143723.58,9.416953648005375,11.875654108239875
2024-01-15,DR - Direct Response,Brand,paid social,5257.28,9145.79,8.567559256059122,9.121158277045819
2023-06-12,DR - Direct Response,Title,app,570.7,44550.09,6.348614378269926,10.70439189949078
2023-06-05,DR - Direct Response,Title,youtube,5643.29,47335.4,8.638399693651278,10.765034834548983
2024-03-28,DR - Direct Response,Title,paid social,530.2,11627.46,6.275138598162224,9.361210820579826
2022-09-04,DR - Direct Response,Title,app,1013.25,107226.73,6.9219047020865565,11.582710169541267
2022-11-16,DR - Direct Response,Brand,paid social,4469.48,20658.25,8.405251064392857,9.935918439981782
2022-12-15,DR - Direct Response,Brand,app,5430.67,18761.02,8.600001916288543,9.839589892669764
2023-08-12,DR - Direct Response,Brand,app,371.18,229204.37,5.919377608213082,12.34237369286763
2023-03-06,ATL - Above The Line,Brand,paid social,21284.9,46572.66,9.965800160666436,10.748790424256116
2023-01-17,DR - Direct Response,Brand,display,8917.49,69737.75,9.095881928732943,11.152511396352349
2024-04-05,DR - Direct Response,Title,display,890.01,107300.1,6.792355650752385,11.583394180197184
2023-03-31,ATL - Above The Line,Brand,display,197.93,14357.36,5.292953004048886,9.572087629952065
2023-07-06,DR - Direct Response,Brand,youtube,2444.83,96567.61,7.802139812605303,11.478009019153324
2023-09-30,ATL - Above The Line,Title,youtube,1419.91,16664.6,7.259052790412213,9.721101993694086
2023-11-09,ATL - Above The Line,Brand,display,3895.22,15965.49,8.267762131340643,9.67824742995152
2022-09-30,DR - Direct Response,Title,app,1648.88,20986.28,7.408457836977143,9.951671818900838
2022-11-09,ATL - Above The Line,Brand,youtube,84.76,14772.34,4.451552697322492,9.600579484016492
2022-09-29,DR - Direct Response,Title,app,1575.47,62884.46,7.362943449308334,11.049070255394472
2023-12-13,ATL - Above The Line,Title,youtube,1829.2,36042.29,7.512180529481278,10.492475995014207
2023-11-08,ATL - Above The Line,Title,youtube,9967.23,16843.9,9.207158314597313,9.731803219343364
2022-09-19,DR - Direct Response,Title,paid social,900.56,54228.46,6.80412659616907,10.900979582197479
2023-09-05,DR - Direct Response,Brand,youtube,65731.32,20919.4,11.093346016542236,9.948480038454957
2022-12-15,ATL - Above The Line,Brand,display,100.76,19838.62,4.622617099591812,9.895436227429633
2023-04-05,DR - Direct Response,Brand,display,33859.4,28948.32,10.430001468966434,10.273301993951527
2023-10-06,ATL - Above The Line,Brand,paid social,2118.33,43883.12,7.658855279979759,10.689307802415458
2022-10-10,DR - Direct Response,Brand,youtube,14985.75,40759.82,9.614921756382223,10.615476604896815
2022-07-25,ATL - Above The Line,Brand,paid social,3667.73,19150.84,8.207600832113506,9.860154073543978
2023-10-12,ATL - Above The Line,Brand,paid social,24839.95,64478.29,10.120248780082608,11.074099365953634
2023-12-26,ATL - Above The Line,Brand,tv,1578.28,22056.85,7.364724325957412,10.001423826589095
2022-08-04,ATL - Above The Line,Launch,print,437.14,14292.55,6.082538494007354,9.567563665543773
2023-04-17,ATL - Above The Line,Title,partnership,41246.74,6323.47,10.62735160238313,8.752181515618366
2023-04-17,ATL - Above The Line,Title,ooh,2587.51,73906.66,7.858837699575753,11.210571755150559
2024-01-07,ATL - Above The Line,Title,print,4737.21,27913.48,8.463414706235463,10.236900829593168
2023-05-03,ATL - Above The Line,Brand,print,29496.89,34062.12,10.292074014346117,10.43597055307481
2022-08-26,ATL - Above The Line,Launch,radio,493.04,78697.76,6.202616485569814,11.273382678245788
2022-08-31,ATL - Above The Line,Launch,cinema,9303.63,17078.97,9.138267404717785,9.745661710900738
2023-05-20,ATL - Above The Line,Title,ctv,1095.0,6946.04,6.999422467507961,8.846070948557404
2024-02-01,ATL - Above The Line,Brand,tv,2501.68,29567.39,7.825117436674604,10.294461164289489
2023-05-27,ATL - Above The Line,Title,cinema,3618.27,37545.96,8.194027627025655,10.533347695193243
2023-05-26,ATL - Above The Line,Brand,digital audio,211.74,21179.78,5.3600707628235185,9.96084944567276
2024-02-10,ATL - Above The Line,Title,cinema,778.58,120883.81,6.6587553131227,11.702593387683748
2022-09-18,ATL - Above The Line,Title,ooh,36388.28,2277.5,10.502029504755066,7.731272610703937
2024-02-13,ATL - Above The Line,Title,digital audio,15723.0,84782.63,9.662943486541751,11.347857760692072
2022-09-20,ATL - Above The Line,Title,ooh,2836.2,60959.12,7.950572929327931,11.017975158862528
2022-09-23,ATL - Above The Line,Title,bvod,4925.24,43589.67,8.502331298565514,10.682598415612134
2023-06-12,ATL - Above The Line,Title,bvod,1867.15,971.22,7.5327039153508,6.879582116298542
2022-09-14,ATL - Above The Line,Title,cinema,36752.03,99924.31,10.511975950221844,11.512178285901458
2024-03-15,ATL - Above The Line,Title,cinema,2211.98,9847.1,7.702095302504563,9.195033822158795
2022-10-19,ATL - Above The Line,Brand,bvod,4825.96,16567.97,8.481972148905628,9.715286947957482
2023-07-15,ATL - Above The Line,Brand,online display,25131.95,23233.14,10.131935013222234,10.053378027707328
2024-03-28,ATL - Above The Line,Title,tv,780.64,41484.49,6.661394276491743,10.633099006526763
2024-04-02,ATL - Above The Line,Title,bvod,52941.07,52353.77,10.876953575885581,10.865798329626248
2024-04-06,ATL - Above The Line,Title,bvod,200.49,67504.53,5.3057397523636745,11.119964799430802
2024-04-16,ATL - Above The Line,Title,bvod,60163.79,62488.17,11.004842576464775,11.042748540709779
2022-11-20,ATL - Above The Line,Title,online display,1620.67,35529.62,7.391211761448342,10.47815013890504
2022-11-19,ATL - Above The Line,Title,cinema,2049.21,41839.87,7.625697505910326,10.641628892021666
2023-08-10,ATL - Above The Line,Title,cinema,104.77,9231.9,4.6612669253399615,9.130528470998065
2023-08-10,ATL - Above The Line,Brand,radio,1397.4,12979.99,7.243084004901271,9.471241258536022
2022-12-16,ATL - Above The Line,Brand,paid social,486.1,67682.13,6.188469440812497,11.12259224025566
2023-09-02,ATL - Above The Line,Brand,print,1060.47,63841.1,6.967410018850389,11.064168126319512
2022-12-23,ATL - Above The Line,Brand,cinema,2478.57,56977.0,7.815840437028974,10.950420507400779
2022-12-28,ATL - Above The Line,Title,cinema,17892.21,16456.6,9.792176590256233,9.708542655580597
2023-01-12,ATL - Above The Line,Brand,digital audio,4619.37,68710.3,8.438230067449112,11.137668947945105
2023-01-25,ATL - Above The Line,Brand,bvod,5533.9,8601.73,8.618828778132194,9.059834873728057
2023-10-21,ATL - Above The Line,Brand,print,439.59,81228.49,6.088114737787482,11.305033637556743
2023-02-08,ATL - Above The Line,Title,bvod,647.75,21221.85,6.475047434480098,9.962833710406866
2023-11-23,ATL - Above The Line,Brand,partnership,81635.9,149290.23,11.310036644620284,11.913654241011619
2022-07-03,ATL - Above The Line,Launch,cinema,842.38,5993.58,6.737417627490857,8.698611006625427
2022-06-27,ATL - Above The Line,Launch,online display,63119.08,161638.6,11.052794222946076,11.993124444554356
2023-03-14,ATL - Above The Line,Title,bvod,2047.87,19185.15,7.625043700642932,9.861943943548102
2022-07-10,ATL - Above The Line,Launch,tv,3188.85,18841.61,8.06772917272975,9.84387607356711
2022-07-06,ATL - Above The Line,Launch,paid social,21923.59,33518.73,9.99536411695151,10.419889499670978
2023-12-07,ATL - Above The Line,Title,partnership,31542.14,13701.67,10.359111411680862,9.525345983338477
2023-12-12,ATL - Above The Line,Brand,bvod,2600.0,25639.58,7.8636512654486515,10.151931531683594
2023-12-21,ATL - Above The Line,Title,bvod,1575.77,13155.62,7.363133729782326,9.484680332984773
2023-12-18,ATL - Above The Line,Title,olv,2870.8,13647.02,7.962694289860276,9.521349735146565
2023-12-19,ATL - Above The Line,Brand,olv,5844.79,44926.39,8.673477023028033,10.712802910014108
2022-07-31,ATL - Above The Line,Launch,paid social,15868.77,11160.93,9.67217132066181,9.320264160051165
2023-01-13,ATL - Above The Line,Brand,radio,3200.04,12758.4,8.071231035986758,9.454023533849641
2023-10-22,ATL - Above The Line,Title,digital audio,9704.93,6957.25,9.180492317905362,8.847683284931328
2022-06-25,ATL - Above The Line,Launch,tv,61117.98,16630.6,11.020577735219472,9.719059779224592
2022-07-13,ATL - Above The Line,Title,bvod,6320.53,102740.78,8.75171654644978,11.53997412915831
2023-12-13,ATL - Above The Line,Brand,ooh,5573.76,11801.4,8.626004546074316,9.376058179603357
2022-07-19,ATL - Above The Line,Launch,paid social,204.71,13234.94,5.3264674099643825,9.49069113593966
2024-02-04,DR - Direct Response,Brand,ott,27.52,33487.92,3.3506055955460954,10.418969916835891
2023-10-09,DR - Direct Response,Title,youtube,6401.66,19006.42,8.764468807999618,9.852584708228813
2022-07-22,DR - Direct Response,Title,youtube,2676.13,257624.73,7.892500604164201,12.459263151764679
2024-03-30,ATL - Above The Line,Title,paid social,1254.0,23421.83,7.134890851565884,10.061466466743065
2023-01-08,DR - Direct Response,Title,paid social,4928.86,38586.56,8.503065869067594,10.560685223716883
2024-01-14,ATL - Above The Line,Title,paid social,2847.67,71042.29,7.954607497673252,11.171044688530625
2024-01-20,ATL - Above The Line,Title,paid social,24317.56,69687.92,10.098995123800774,11.151796617110588
2022-10-18,DR - Direct Response,Brand,paid social,3709.74,34836.59,8.21898659662824,10.458452255209902
2023-12-18,DR - Direct Response,Title,paid social,824.74,23454.75,6.716279953994724,10.062870946375826
2023-08-07,DR - Direct Response,Brand,ott,18968.93,209928.57,9.85061037288535,12.254527372494456
2023-12-11,DR - Direct Response,Brand,display,2146.0,24943.76,7.671826797878781,10.124419059082287
2024-04-27,DR - Direct Response,Title,app,8214.82,17701.88,9.013816842897125,9.781482617190187
2023-08-02,ATL - Above The Line,Title,paid social,1341.51,14424.11,7.20229627514485,9.576725716997139
2023-05-11,ATL - Above The Line,Title,paid social,982.73,4877.89,6.891351469156461,8.492673013958074
2023-05-25,DR - Direct Response,Title,app,3696.75,62850.37,8.21547980555148,11.048528011712405
2024-03-28,ATL - Above The Line,Brand,ott,3250.1,2615.85,8.08674867959706,7.869726583348266
2023-09-15,DR - Direct Response,Brand,ott,7550.61,27410.95,8.929516064542693,10.218734328685374
2023-11-10,ATL - Above The Line,Title,paid social,1955.45,22448.17,7.578886885484402,10.019008921440184
2023-12-18,DR - Direct Response,Title,ott,115.42,260694.72,4.75720434184359,12.47110918244889
2022-07-23,DR - Direct Response,Brand,ott,1454.07,4390.97,7.282809288413981,8.387533152564945
2023-06-22,ATL - Above The Line,Brand,display,13308.33,11166.11,9.496220572030493,9.320728129849503
2023-10-01,DR - Direct Response,Brand,paid social,1856.62,24051.06,7.527051377466202,10.087975926751392
2022-09-04,DR - Direct Response,Title,paid social,2035.62,22613.84,7.619046849978063,10.026361606936662
2023-05-06,DR - Direct Response,Title,youtube,18839.61,15886.88,9.843769925525521,9.67331183338634
2022-09-05,ATL - Above The Line,Title,paid social,878.45,25417.87,6.779296712078334,10.143247090568906
2024-02-24,DR - Direct Response,Title,youtube,196.07,7793.98,5.283558995572491,8.961235215741311
2023-07-07,ATL - Above The Line,Title,youtube,2376.4,39446.46,7.773762732546524,10.582724938903352
2023-05-31,DR - Direct Response,Brand,display,1325.23,2686.53,7.190095609701386,7.896377835164312
2022-12-09,DR - Direct Response,Title,paid social,555.12,26865.32,6.320984098301342,10.198628736517556
2023-12-25,DR - Direct Response,Title,youtube,2313.98,15097.51,7.74715632717416,9.62235134243758
2024-02-15,DR - Direct Response,Title,youtube,7711.47,76402.2,8.950593778416774,11.243779859094222
2023-09-13,DR - Direct Response,Brand,display,3122.91,160331.86,8.046840701325634,11.985007308232479
2023-08-19,ATL - Above The Line,Brand,display,5526.96,19779.38,8.617574129531311,9.892445816316739
2023-04-05,ATL - Above The Line,Brand,paid social,83828.38,111226.63,11.336538821684238,11.61933410115778
2024-03-19,DR - Direct Response,Title,paid social,1710.23,20077.92,7.444967689171322,9.90742578749865
2023-05-05,ATL - Above The Line,Brand,paid social,5248.57,10461.12,8.565901447469386,9.255516393946978
2023-08-25,DR - Direct Response,Title,paid social,1266.67,158826.15,7.144935848759717,11.975571782954805
2023-04-13,ATL - Above The Line,Title,paid social,689.24,46479.78,6.537039363200791,10.746794172796346
2024-01-23,DR - Direct Response,Brand,ott,1104.9,27691.75,7.008414762081315,10.228925925065424
2024-04-16,DR - Direct Response,Title,youtube,1338.25,54922.12,7.1998650347610695,10.913689668173603
2024-03-22,ATL - Above The Line,Title,youtube,6076.27,36296.39,8.712310860965724,10.499501116841508
2023-12-13,DR - Direct Response,Title,display,220448.61,25719.67,12.303424421675878,10.155050227778984
2023-07-19,DR - Direct Response,Brand,app,872.02,7288.36,6.771958465084629,8.894171029653606
2023-03-19,DR - Direct Response,Brand,youtube,1497.07,21017.1,7.311932891957363,9.953139250240849
2024-02-27,DR - Direct Response,Title,ott,2833.72,51511.39,7.949698445852127,10.849577640240765
2023-05-23,ATL - Above The Line,Brand,display,6488.01,24374.66,8.777865255689484,10.101340372422552
2023-10-29,DR - Direct Response,Title,youtube,5110.23,68149.8,8.539195358734048,11.129478175867225
2022-08-22,DR - Direct Response,Brand,app,32244.64,40507.44,10.381138119285964,10.609265626445124
2022-08-31,DR - Direct Response,Title,app,39.79,11426.31,3.708436953329467,9.343761383508937
2023-07-21,ATL - Above The Line,Brand,display,42.73,7341.65,3.778034365424829,8.901455091873299
2024-04-12,DR - Direct Response,Brand,paid social,1297.52,23547.83,7.168980433371558,10.066831416681733
2024-04-16,DR - Direct Response,Brand,paid social,23015.81,16295.45,10.043980097521409,9.698702571663818
2023-02-27,ATL - Above The Line,Brand,youtube,188.15,38629.29,5.242540351079039,10.561791962750968
2022-08-12,DR - Direct Response,Title,paid social,13.94,13415.31,2.7040421797046714,9.504226409974311
2023-09-20,DR - Direct Response,Brand,paid social,8904.19,14871.54,9.094389531824051,9.607271838586096
2024-02-24,ATL - Above The Line,Title,display,4929.99,79273.45,8.50329505823586,11.280671161507993
2022-07-21,DR - Direct Response,Title,youtube,443.83,31986.98,6.097692186705156,10.373115486217122
2022-12-09,ATL - Above The Line,Brand,ott,536.12,13624.27,6.286221533231725,9.519681435848861
2023-12-29,ATL - Above The Line,Title,olv,551.63,28060.9,6.314688699832235,10.24216806340971
2023-12-26,ATL - Above The Line,Brand,bvod,3876.95,109916.36,8.263061942475538,11.607484089700502
2023-12-25,ATL - Above The Line,Title,tv,1025.33,37015.93,6.9337446114433865,10.519130654541812
2023-12-26,ATL - Above The Line,Brand,paid social,7747.16,49969.24,8.955210674804118,10.819182907208447
2024-01-06,ATL - Above The Line,Title,digital audio,18.37,12964.27,2.9637254774189046,9.470029523054803
2022-08-10,ATL - Above The Line,Launch,digital audio,676.31,77182.53,6.518129070617991,11.25394137128332
2023-04-27,ATL - Above The Line,Brand,partnership,416.02,281947.52,6.033134182279374,12.5494797800639
2023-05-02,ATL - Above The Line,Brand,partnership,1999.36,12464.03,7.601082443344026,9.43068240269363
2022-08-24,ATL - Above The Line,Launch,paid social,1202.43,8425.41,7.092931091842314,9.039126100268044
2024-02-11,ATL - Above The Line,Title,ooh,13405.38,32876.24,9.50348599203311,10.400535904040982
2022-09-15,ATL - Above The Line,Brand,print,110.74,66340.95,4.716174744031003,11.102577706099797
2022-09-24,ATL - Above The Line,Brand,bvod,3447.48,25154.07,8.145688833231503,10.132814745668515
2022-10-03,ATL - Above The Line,Brand,online display,8700.14,9586.2,9.071209330541166,9.168184154442791
2023-06-23,ATL - Above The Line,Brand,partnership,90633.18,24723.98,11.41458668357855,10.115569347592709
2024-03-21,ATL - Above The Line,Title,online display,1331.0,50227.59,7.194436851100335,10.824339665476117
2022-11-05,ATL - Above The Line,Title,radio,5704.1,18328.05,8.64911579062634,9.816242511885635
2022-11-13,ATL - Above The Line,Title,tv,122.4,50691.32,4.8154311114712876,10.833529698815187
2022-11-23,ATL - Above The Line,Brand,bvod,42.34,88666.17,3.769075996108213,11.392644975771343
2023-08-09,ATL - Above The Line,Title,cinema,14590.44,35080.03,9.588190334384707,10.465415807514601
2022-12-01,ATL - Above The Line,Brand,print,3143.99,26806.68,8.053565989479248,10.1964436926106
2024-04-22,ATL - Above The Line,Title,olv,26649.54,63339.43,10.19056469205287,11.056279108828665
2022-12-20,ATL - Above The Line,Brand,cinema,266.2,11681.66,5.58799744166249,9.36586097017949
2022-12-22,ATL - Above The Line,Title,bvod,8117.03,10581.6,9.001842792883515,9.26696642191339
2023-09-14,ATL - Above The Line,Brand,partnership,92646.22,21100.84,11.436554225866681,9.957115519453598
2023-09-11,ATL - Above The Line,Title,ctv,6774.11,16832.84,8.821010881778458,9.731146425152277
2023-10-01,ATL - Above The Line,Brand,online display,5231.85,12316.47,8.56271134171525,9.418773858855989
2023-10-06,ATL - Above The Line,Title,olv,3225.13,172885.25,8.079038555455373,12.060389142771623
2023-02-03,ATL - Above The Line,Brand,digital audio,186.38,243514.07,5.233138640523042,12.402934108706772
2023-10-22,ATL - Above The Line,Brand,olv,36685.06,19335.05,10.51015212537424,9.869726508230203
2023-10-20,ATL - Above The Line,Brand,bvod,1054.34,30225.2,6.9616182688722885,10.316464376928131
2022-06-23,ATL - Above The Line,Launch,cinema,7894.24,22834.62,8.974015325214403,10.036076876553334
2023-11-26,ATL - Above The Line,Title,bvod,189.04,83721.49,5.2472345763187205,11.335262918114784
2022-07-05,ATL - Above The Line,Launch,cinema,377.79,102128.81,5.9369819618082325,11.533999930196382
2022-07-07,ATL - Above The Line,Launch,paid social,42346.89,4637.16,10.65367387593463,8.442073014848736
2022-07-14,ATL - Above The Line,Launch,bvod,1696.63,44439.01,7.436988439711111,10.701895468776044
2023-12-11,ATL - Above The Line,Brand,digital audio,43760.21,7433.16,10.686503087536256,8.913840873358973
2022-07-18,ATL - Above The Line,Launch,digital audio,2757.49,160808.75,7.922438707547314,11.987977268217175
2023-04-03,ATL - Above The Line,Title,ctv,114.28,42873.24,4.747363951691266,10.666026458363612
2023-07-09,ATL - Above The Line,Brand,radio,15890.67,12071.77,9.673550351554027,9.398707782376464
2022-12-05,ATL - Above The Line,Brand,print,1095.01,21642.07,6.999431591553928,9.982440589811382
2023-02-15,ATL - Above The Line,Title,tv,11208.57,20631.95,9.32452315672211,9.934644591479817
2022-07-12,ATL - Above The Line,Title,online display,3323.56,46682.38,8.109092613506391,10.75114349166263
2022-07-21,ATL - Above The Line,Launch,tv,195.96,78391.29,5.283000662436144,11.269480859665888
2023-12-20,ATL - Above The Line,Title,ooh,4272.01,8714.95,8.360073775917439,9.072909959471644
2023-12-23,ATL - Above The Line,Brand,partnership,167295.57,174328.06,12.027523384672694,12.068699941650218
2023-01-13,ATL - Above The Line,Brand,paid social,7732.11,137989.44,8.953266389258932,11.834939686377375
2023-10-13,DR - Direct Response,Title,display,2862.54,11458.59,7.959813900655503,9.346582213014422
2023-08-10,DR - Direct Response,Title,paid social,22121.48,29657.12,10.00434956508414,10.297491228652664
2023-11-02,DR - Direct Response,Title,ott,4645.0,153332.71,8.443761913330354,11.94037193631589
2023-10-05,DR - Direct Response,Title,ott,4635.5,94944.29,8.441715050240282,11.461056109954768
2024-04-13,ATL - Above The Line,Title,paid social,442.69,19666.8,6.095126120380153,9.886738059678013
2022-09-13,DR - Direct Response,Title,paid social,4843.47,62393.37,8.485593127216351,11.041230325928083
2023-02-23,DR - Direct Response,Title,paid social,20584.3,557158.02,9.932332507816536,13.230605971880182
2023-05-05,DR - Direct Response,Brand,ott,702.17,30635.43,6.555598683344872,10.329945102705889
2023-04-17,DR - Direct Response,Brand,ott,41544.99,14616.36,10.634556285397542,9.589965142442818
2023-09-28,DR - Direct Response,Title,app,2691.23,32773.44,7.898125125450782,10.397404222292185
2022-06-28,ATL - Above The Line,Brand,display,639.6,35303.16,6.462405237175058,10.471756083003468
2023-03-22,DR - Direct Response,Brand,app,19226.28,16290.41,9.864085382920619,9.69839325401975
2023-07-27,DR - Direct Response,Brand,ott,1892.43,42932.5,7.546145278081785,10.667407685964323
2023-10-17,DR - Direct Response,Brand,paid social,12509.29,7834.43,9.434306784647108,8.966411035224175
2023-01-30,DR - Direct Response,Brand,ott,1875.54,14142.12,7.537184934628196,9.556983565747284
2022-12-10,DR - Direct Response,Title,paid social,2850.64,58979.87,7.955649546357885,10.984968433023447
2023-06-21,DR - Direct Response,Title,paid social,7740.12,4742.48,8.954301658957704,8.464526322528059
2023-06-13,DR - Direct Response,Title,paid social,5368.81,68207.37,8.588547805126495,11.130322563573905
2024-01-05,ATL - Above The Line,Title,paid social,86.6,3664.46,4.472780997942346,8.20670911804101
2022-08-01,DR - Direct Response,Title,youtube,419.65,4855.82,6.041801133996823,8.488139181745483
2022-07-18,DR - Direct Response,Brand,ott,16998.68,16713.4,9.740949799331776,9.72402590230804
2023-04-19,DR - Direct Response,Brand,app,2501.82,36759.8,7.825173375142304,10.512187339018453
2023-04-19,ATL - Above The Line,Brand,paid social,1233.9,104158.27,7.118745274123777,11.553676448969297
2023-01-22,DR - Direct Response,Brand,app,273.43,29209.03,5.614696219321766,10.282267422426791
2023-05-05,ATL - Above The Line,Title,paid social,452.3,21528.79,6.116554157946804,9.977192836478977
