ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
ATL - Above The Line,Brand,online display,1051.85,84184.73,False,True,False,Winter,online display_ATL - Above The Line,online display_Brand,0.012494546219961744,88549708.2505,6.95925605184454,11.340780708432815,0.012417133534629683,18.299074638737697
ATL - Above The Line,Title,olv,7707.32,77541.28,False,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.09939634733912053,597635458.1696,8.950055543981291,11.258578614971114,0.09476125402587891,20.208491525982414
ATL - Above The Line,Brand,radio,1664.09,103465.26,False,False,True,Winter,radio_ATL - Above The Line,radio_Brand,0.016083562734003666,172175504.5134,7.417634455007731,11.547000848202996,0.015955592559645414,18.964024895434868
ATL - Above The Line,Brand,olv,2469.25,8983.98,False,False,False,Fall,olv_ATL - Above The Line,olv_Brand,0.27485034472472114,22183692.615,7.812074639075072,9.103309573283074,0.24282879503471388,16.91486805510232
ATL - Above The Line,Brand,radio,12068.76,12556.33,False,False,False,Winter,radio_ATL - Above The Line,radio_Brand,0.9611693862776783,151539333.2508,9.398458429883945,9.438059837806106,0.6735409209839788,18.83635578123362
ATL - Above The Line,Title,ooh,101.18,84276.12,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Title,0.0012005773402952106,8527057.8216,4.626735963902652,11.341865695525998,0.0011998572236330655,15.958755055976457
ATL - Above The Line,Title,radio,34298.28,15229.99,True,False,False,Winter,radio_ATL - Above The Line,radio_Title,2.252022489837485,522362461.41719997,10.442879641680067,9.63108744705958,1.1792771073558344,20.073872277328647
ATL - Above The Line,Brand,ctv,3620.89,5993.63,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Brand,0.6041230439650095,21702274.9307,8.194751268020834,8.698619347458559,0.4725772172035848,16.892927694610076
ATL - Above The Line,Title,bvod,1511.01,47034.09,False,False,False,Spring,bvod_ATL - Above The Line,bvod_Title,0.03212584744384339,71068980.3309,7.321195170474221,10.758649197872915,0.03162060482218247,18.079161531379686
ATL - Above The Line,Title,ctv,2703.26,15923.99,False,False,False,Winter,ctv_ATL - Above The Line,ctv_Title,0.1697602171315104,43046685.2074,7.902583586386524,9.675644852496681,0.15679878518341503,17.57779581043739
ATL - Above The Line,Launch,bvod,2967.48,165973.59,False,False,False,Summer,bvod_ATL - Above The Line,bvod_Launch,0.017879230063047983,492523308.8532,7.995805316278568,12.019589983332764,0.01772127657503028,20.015052347107574
ATL - Above The Line,Title,online display,139.55,37105.06,False,False,False,Spring,online display_ATL - Above The Line,online display_Title,0.00376094257764305,5178011.123,4.945563297352541,10.521535577574681,0.0037538879156933103,15.459931780542327
ATL - Above The Line,Brand,partnership,47177.97,32376.13,False,True,False,Winter,partnership_ATL - Above The Line,partnership_Brand,1.4571837338187115,1527440089.8561,10.761703521438918,10.385207588343464,0.8990158704821721,21.14685902785208
ATL - Above The Line,Brand,ooh,3421.65,19036.04,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Brand,0.1797458925280678,65134666.266,8.138170383813597,9.854141834074984,0.16529906997224492,17.99196748872584
ATL - Above The Line,Brand,ooh,7065.04,135948.75,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.051968407212276684,960483356.7,8.863055488814474,11.820040611147562,0.05066308269753622,20.682947213317934
ATL - Above The Line,Brand,partnership,17691.75,39500.37,False,False,False,Fall,partnership_ATL - Above The Line,partnership_Brand,0.44788820965474496,698830670.9475,9.780910230131301,10.584090633832057,0.3701060877060884,20.364919027572757
ATL - Above The Line,Title,digital audio,502.74,18301.09,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.027470494926804905,9200689.9866,6.222060261947232,9.81477053995859,0.02709995157625438,16.03478914643799
ATL - Above The Line,Brand,ctv,7464.49,12431.37,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Brand,0.6004559433111555,92793837.0513,8.918046347470812,9.428058834069313,0.47028855322051666,18.345890795242564
ATL - Above The Line,Title,partnership,1959.0,25610.18,False,False,False,Winter,partnership_ATL - Above The Line,partnership_Title,0.07649301957268555,50170342.62,7.580699752224563,10.150784253883776,0.07370855342846144,17.730934645549997
ATL - Above The Line,Launch,print,14643.11,10340.94,False,False,False,Summer,print_ATL - Above The Line,print_Launch,1.4160327784514755,151423521.9234,9.591793485820764,9.243962751353571,0.8821268472203835,18.835591256274217
ATL - Above The Line,Title,cinema,68.28,77373.06,False,False,True,Fall,cinema_ATL - Above The Line,cinema_Title,0.0008824776996024198,5283032.5368,4.2381562642541795,11.256406861286285,0.0008820885450872308,15.480011024186119
ATL - Above The Line,Brand,olv,2655.58,4494.84,False,False,False,Fall,olv_ATL - Above The Line,olv_Brand,0.5908063468332576,11936407.2072,7.884794860250279,8.410907803751677,0.4642410240550675,16.295103800505764
DR - Direct Response,Title,ott,1069.75,23968.76,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.04463101136646201,25640581.009999998,6.97611461649548,10.08454831486266,0.04366372389173377,17.05968688905709
ATL - Above The Line,Title,paid social,6929.41,50837.88,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.13630407090146168,352276514.05079997,8.843674253493047,10.83641669516301,0.12778095252932042,19.679926979297814
DR - Direct Response,Title,paid social,7418.45,38854.57,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.19092863464966928,288240684.8165,8.911860209424889,10.567606717462391,0.17473336804861148,19.479306403725804
DR - Direct Response,Title,paid social,885.37,13426.81,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.06594045793453546,11887694.7697,6.787134470654929,9.505083208461542,0.06385746858755031,16.291014454234354
DR - Direct Response,Title,ott,878.13,53459.1,False,False,True,Winter,ott_DR - Direct Response,ott_Title,0.0164262024613209,46944039.482999995,6.778932782085349,10.886690860248587,0.016292751806238397,17.6644668222924
ATL - Above The Line,Brand,paid social,2600.69,11336.1,False,True,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.2294166424078828,29481681.909,7.863916512851071,9.335835812654361,0.20653978241548288,17.19927971012144
DR - Direct Response,Brand,ott,629.44,26956.68,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.023350056460958845,16967612.6592,6.44641798830734,10.202023507910972,0.02308161461599659,16.646817006179134
DR - Direct Response,Brand,ott,14517.13,53009.68,False,False,True,Winter,ott_DR - Direct Response,ott_Brand,0.2738580953516414,769548415.8183999,9.583153492206128,10.878248681667923,0.24205016582188765,20.461314429105812
DR - Direct Response,Title,paid social,1630.85,43859.03,False,True,False,Winter,paid social_DR - Direct Response,paid social_Title,0.0371839048880014,71527499.0755,7.397469619535201,10.688758705966173,0.036509256713918116,18.085592550158854
DR - Direct Response,Title,youtube,16.71,14007.93,True,True,False,Winter,youtube_DR - Direct Response,youtube_Title,0.001192895738342496,234072.51030000002,2.8741294517947424,9.54745026239585,0.0011921848035457768,12.36339049158733
DR - Direct Response,Brand,ott,1614.41,91630.14,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,0.017618766052305498,147928614.3174,7.387344073406269,11.425526449222039,0.017465354915897055,18.812240386433885
DR - Direct Response,Title,paid social,487.21,30073.27,False,True,False,Spring,paid social_DR - Direct Response,paid social_Title,0.016200765663328263,14651997.876699999,6.190745641157517,10.31142526789659,0.016070933634530302,16.50008732621554
DR - Direct Response,Brand,app,167.13,58084.64,False,False,True,Fall,app_DR - Direct Response,app_Brand,0.002877352773469888,9707685.8832,5.124737489690837,10.969673752222072,0.0028732211175686436,16.08842859182681
DR - Direct Response,Brand,ott,340.26,127786.24,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.0026627280057696353,43480546.0224,5.832644650099119,11.758121972435399,0.002659189226033287,17.587824201150102
ATL - Above The Line,Brand,paid social,3869.07,84567.24,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.04575140444455796,327196571.26680005,8.261027873715541,11.345314061397362,0.04473567434147592,19.60607168668078
DR - Direct Response,Title,display,34944.34,84788.81,False,False,False,Winter,display_DR - Direct Response,display_Title,0.41213386530604684,2962889004.8353996,10.461540405438944,11.347930649465251,0.3451019400348372,21.80943064477389
DR - Direct Response,Brand,app,5589.19,33446.23,False,False,True,Summer,app_DR - Direct Response,app_Brand,0.1671097161025323,186937334.25370002,8.62876855483807,10.417724251963,0.15453036439726192,19.046284013063246
DR - Direct Response,Brand,paid social,1062.66,61129.42,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.017383773639599396,64959789.457200006,6.96947106996279,11.0207648936028,0.017234404428939743,17.98927902809205
DR - Direct Response,Brand,paid social,7231.51,34155.32,False,False,True,Winter,paid social_DR - Direct Response,paid social_Brand,0.21172426433129599,246994538.13320002,8.886341419497105,10.438702913762155,0.19204435708685935,19.32487678557538
DR - Direct Response,Brand,ott,1386.61,8196.77,False,False,False,Spring,ott_DR - Direct Response,ott_Brand,0.16916541515743394,11365723.2497,7.235338121757433,9.011617445047394,0.15629017389737207,16.246112739564786
DR - Direct Response,Title,youtube,906.43,37349.98,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,0.024268553825196156,33855142.3714,6.810616428177724,10.528114428503224,0.023978751828198166,17.33760149175926
ATL - Above The Line,Brand,ott,395.3,35652.19,False,False,False,Spring,ott_ATL - Above The Line,ott_Brand,0.011087677923852644,14093310.707,5.982171500196389,10.48159390290517,0.011026660238318584,16.461210895788984
DR - Direct Response,Title,youtube,134.45,49509.2,False,False,False,Summer,youtube_DR - Direct Response,youtube_Title,0.002715656888012733,6656511.9399999995,4.908602568531104,10.809933987935272,0.0027119761540804763,15.711106322816764
DR - Direct Response,Title,paid social,1570.99,24247.24,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.06479046687375553,38092171.567600004,7.360097611645763,10.09609931641218,0.0627780350851288,17.455519374570386
DR - Direct Response,Title,app,4224.16,12844.92,True,False,False,Winter,app_DR - Direct Response,app_Title,0.3288584125086026,54258997.2672,8.348812408896716,9.460781530178854,0.28432023719229954,17.809279403306984
ATL - Above The Line,Brand,paid social,2667.45,53258.27,False,False,True,Fall,paid social_ATL - Above The Line,paid social_Brand,0.05008517925948402,142063772.31149998,7.889253058480226,10.882927152927765,0.04887128398340142,18.771786622574265
ATL - Above The Line,Brand,youtube,1498.85,7385.22,False,False,True,Summer,youtube_ATL - Above The Line,youtube_Brand,0.2029526540847801,11069336.997,7.313120382089968,8.90737138105069,0.18477907968004806,16.219689501360953
DR - Direct Response,Brand,ott,576.05,119088.48,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.004837159731990869,68600918.904,6.357928917866413,11.687630422306963,0.0048254982653194375,18.043816502285505
DR - Direct Response,Title,youtube,9520.31,21858.11,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,0.4355504661656474,208095983.2141,9.161287723360722,9.992373047269503,0.36154837577130394,19.153509993792273
ATL - Above The Line,Title,paid social,294.66,35266.92,False,True,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.008355138469704756,10391750.6472,5.689210145472944,10.470729047859102,0.008320427509512512,16.156522938586647
DR - Direct Response,Title,youtube,12887.76,48274.92,False,False,False,Winter,youtube_DR - Direct Response,youtube_Title,0.2669659525070161,622155582.9792,9.464110892702282,10.784688164598293,0.23662502844992292,20.248700754439696
DR - Direct Response,Brand,display,520.22,49855.96,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.010434459591190302,25936067.5112,6.256172217499884,10.816913384500749,0.010380396372813346,17.071145164502532
DR - Direct Response,Title,app,816.58,6709.22,False,False,False,Spring,app_DR - Direct Response,app_Title,0.12171012427674156,5478614.8676,6.706348757310714,8.811387016313494,0.11485441746118816,15.516363048115664
ATL - Above The Line,Title,display,224.91,63006.32,False,False,True,Winter,display_ATL - Above The Line,display_Title,0.003569641902590089,14170751.4312,5.420136689869131,11.051006189100269,0.003563285852325014,16.466690710553493
DR - Direct Response,Brand,ott,1284.65,37365.34,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.03438079246702961,48001384.030999996,7.159019706013002,10.528525578159458,0.03380297953573621,17.686740423268372
DR - Direct Response,Brand,pmax,18467.1,14578.1,False,False,False,Winter,pmax_DR - Direct Response,pmax_Brand,1.2667700180407597,269215230.51,9.823800198383717,9.587344275262312,0.8183559186689293,19.411021734780583
DR - Direct Response,Brand,paid social,8054.65,12997.7,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.6196981004331535,104691924.305,8.99412898757575,9.47260463144334,0.48223977412021557,18.466532550660393
DR - Direct Response,Brand,youtube,18571.05,19719.93,False,False,True,Fall,youtube_DR - Direct Response,youtube_Brand,0.9417401583068499,366219806.0265,9.829413041361043,9.889435787288026,0.6635845598391382,19.718744276744438
ATL - Above The Line,Brand,ott,8149.93,7493.64,False,True,False,Summer,ott_ATL - Above The Line,ott_Brand,1.0875796008348413,61072641.4452,9.005887310154256,8.921943377361776,0.736005309152313,17.927574573383918
ATL - Above The Line,Brand,display,433.17,155105.15,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.002792750595321948,67186897.8255,6.073436162473127,11.95186500021604,0.0027888581128491575,18.022988828532736
DR - Direct Response,Brand,pmax,1747.96,122398.33,False,False,True,Fall,pmax_DR - Direct Response,pmax_Brand,0.014280913800049396,213947384.9068,7.466776604545525,11.715044175189172,0.014179902107565617,19.181240682508943
DR - Direct Response,Brand,youtube,776.66,43368.54,False,False,False,Summer,youtube_DR - Direct Response,youtube_Brand,0.017908373212471528,33682610.2764,6.656289410663339,10.677512630363204,0.017749907409974598,17.332492276292573
ATL - Above The Line,Brand,youtube,35066.55,22034.64,False,False,True,Winter,youtube_ATL - Above The Line,youtube_Brand,1.591428314689961,772678805.292,10.46503148041444,10.00041642155591,0.9522091965594413,20.465374004408073
ATL - Above The Line,Title,print,366.15,22623.4,False,False,True,Winter,print_ATL - Above The Line,print_Title,0.0161845699585385,8283557.91,5.905770483897619,10.026784248879467,0.016054996002521017,15.929783254063576
ATL - Above The Line,Brand,cinema,15937.49,58969.28,False,False,False,Winter,cinema_ATL - Above The Line,cinema_Brand,0.2702676715740806,939822310.3072,9.67649221761862,10.984788867160317,0.23922764328163476,20.661201384835547
ATL - Above The Line,Launch,cinema,15916.11,160736.95,False,False,False,Summer,cinema_ATL - Above The Line,cinema_Launch,0.09901960936797669,2558306977.2645,9.675149910256009,11.987530678170389,0.0944185181812974,21.66261154004293
ATL - Above The Line,Title,ooh,86317.78,15558.07,False,True,False,Winter,ooh_ATL - Above The Line,ooh_Title,5.548103331582902,1342938063.4846,11.365802466375234,9.652399027308634,1.8791754400170728,21.018125636137853
ATL - Above The Line,Brand,partnership,1515.94,8986.76,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Brand,0.16868593352888026,13623388.954400001,7.324450426819473,9.103618930679016,0.15587998388632104,16.427298723046732
ATL - Above The Line,Brand,paid social,11487.82,130184.69,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Brand,0.08824248074024679,1495538285.4758,9.349129667570741,11.776717094882196,0.08456399192972727,21.125752036827137
ATL - Above The Line,Launch,olv,195187.93,4591.45,False,False,False,Summer,olv_ATL - Above The Line,olv_Launch,42.51117402999053,896195621.1984999,12.181723240287422,8.432168929713736,3.773017779360752,20.613669275455578
ATL - Above The Line,Title,tv,1041.51,10025.52,False,True,False,Winter,tv_ATL - Above The Line,tv_Title,0.10388588322600723,10441679.3352,6.9493865459530895,9.212988861629107,0.09883657586909454,16.16131607911495
ATL - Above The Line,Brand,partnership,198.84,21522.23,False,False,True,Winter,partnership_ATL - Above The Line,partnership_Brand,0.009238819583286676,4279480.2132,5.297517046377267,9.976888095949706,0.009196402743836795,15.269342348342068
ATL - Above The Line,Brand,print,106.68,5763.7,False,False,False,Fall,print_ATL - Above The Line,print_Brand,0.018508943907559382,614871.5160000001,4.679163865896418,8.659508393187808,0.018339738096887787,13.329170234243984
ATL - Above The Line,Brand,bvod,11495.91,84112.85,False,True,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.13667245848880402,966953753.4435,9.349833582594023,11.3399265173009,0.12810509805902962,20.68966122853406
ATL - Above The Line,Title,bvod,106.08,65114.8,False,False,False,Summer,bvod_ATL - Above The Line,bvod_Title,0.001629122718644609,6907377.984,4.673576218652152,11.083922502281949,0.0016277971377224548,15.748100816118459
ATL - Above The Line,Title,ctv,1621.72,15489.61,False,False,False,Summer,ctv_ATL - Above The Line,ctv_Title,0.10469727772358374,25119810.3292,7.3918590326066544,9.647989312880853,0.09957134062545739,17.03916738875581
ATL - Above The Line,Title,online display,6992.86,99496.8,False,False,False,Summer,online display_ATL - Above The Line,online display_Title,0.07028226033400069,695767192.8479999,8.852787900265412,11.507890812349478,0.06792240839078298,20.3605256707462
ATL - Above The Line,Title,tv,4436.1,117955.98,False,False,False,Spring,tv_ATL - Above The Line,tv_Title,0.037608097529264736,523264522.878,8.397756288875671,11.67807526070253,0.03691815808492741,20.075597675958196
ATL - Above The Line,Title,ctv,6844.65,24610.51,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.27811898249975314,168450327.2715,8.83136869303884,10.11096949867471,0.24538945216929373,18.942151476592024
ATL - Above The Line,Title,digital audio,4743.47,17543.19,False,True,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.270388110714186,83215595.4693,8.464735008282851,9.772478119952442,0.23932245277218853,18.236945345787166
ATL - Above The Line,Title,digital audio,31941.67,265880.16,False,False,False,Summer,digital audio_ATL - Above The Line,digital audio_Title,0.1201355904103563,8492656330.267199,10.371698012514399,12.490804721016469,0.11344974084587532,22.862467665985864
ATL - Above The Line,Title,tv,569.26,56826.47,False,False,False,Winter,tv_ATL - Above The Line,tv_Title,0.010017514725092021,32349036.3122,6.3460923971790875,10.947775114560077,0.009967672014781569,17.292094819958344
ATL - Above The Line,Title,ctv,935.7,35650.9,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.02624618172332255,33358547.130000003,6.842363060215085,10.481557720354942,0.025907661166931495,17.322824613224768
ATL - Above The Line,Brand,digital audio,787.31,108235.4,False,True,False,Winter,digital audio_ATL - Above The Line,digital audio_Brand,0.007274052666687608,85214812.77399999,6.669891413511217,11.592073002868059,0.007247724344230364,18.26068584727266
ATL - Above The Line,Brand,bvod,14211.4,37319.53,False,True,False,Winter,bvod_ATL - Above The Line,bvod_Brand,0.38080329521834816,530362768.64199996,9.561870101974232,10.527298856360975,0.3226654278001089,20.08907180138963
ATL - Above The Line,Title,olv,16131.43,16602.43,False,True,False,Winter,olv_ATL - Above The Line,olv_Title,0.9716306588854764,267820937.3749,9.688586810733481,9.717364579506343,0.6788609459845605,19.405829174777704
ATL - Above The Line,Brand,bvod,7170.69,29876.8,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Brand,0.2400086354629679,214237270.99199998,8.877896610143337,10.304871008691379,0.21511834367573504,19.182594706405602
ATL - Above The Line,Title,print,26890.22,78135.52,False,False,False,Fall,print_ATL - Above The Line,print_Title,0.34414847434303886,2101081322.6144001,10.199555118259754,11.266212832168135,0.2957607079808055,21.465717965158888
ATL - Above The Line,Title,cinema,378.76,3737.95,False,False,True,Fall,cinema_ATL - Above The Line,cinema_Title,0.10132826816838107,1415785.9419999998,5.9395394742430625,8.226560102328193,0.09651696785932658,14.163196077225589
ATL - Above The Line,Brand,digital audio,64386.69,20651.54,False,False,True,Fall,digital audio_ATL - Above The Line,digital audio_Brand,3.11776700430089,1329684304.0026002,11.072677744752811,9.935593593246308,1.4153110271848144,21.008207386344925
ATL - Above The Line,Title,ctv,49650.57,110374.41,True,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.4498376933566394,5480152369.9137,10.81278529032282,11.611642652508648,0.37145161455111364,22.424398742431045
ATL - Above The Line,Launch,tv,11981.26,16498.72,False,False,False,Summer,tv_ATL - Above The Line,tv_Launch,0.7261933046927277,197675453.98720002,9.391182501623936,9.711098690047715,0.5459185821565329,19.1021371276118
ATL - Above The Line,Title,olv,79179.47,129984.78,False,False,False,Winter,olv_ATL - Above The Line,olv_Title,0.6091441628781462,10292125988.4666,11.27948495648489,11.775180338839402,0.47570246180775566,23.054644972785987
ATL - Above The Line,Title,olv,159.66,113938.58,False,False,False,Winter,olv_ATL - Above The Line,olv_Title,0.0014012812868125968,18191433.6828,5.079290330745667,11.643423586876986,0.0014003004084076577,16.71646141944564
ATL - Above The Line,Launch,online display,1232.31,25815.05,False,False,True,Summer,online display_ATL - Above The Line,online display_Launch,0.047736107425707094,31812144.265499998,7.117456890866322,10.158751670513313,0.04663174829892303,17.275358701423063
ATL - Above The Line,Title,tv,842.22,15587.08,False,False,False,Spring,tv_ATL - Above The Line,tv_Title,0.05403321212183424,13127750.5176,6.7372278966708885,9.654261798598368,0.05262396017474847,16.390238983906876
ATL - Above The Line,Title,olv,11679.28,20665.47,False,False,False,Winter,olv_ATL - Above The Line,olv_Title,0.5651591761522966,241357810.46160004,9.36565722869762,9.936267859184808,0.4479875288214725,19.301791085246624
ATL - Above The Line,Brand,radio,477.11,399123.13,False,False,False,Winter,radio_ATL - Above The Line,radio_Brand,0.0011953955161656505,190425636.5543,6.169840831539652,12.897027750246464,0.001194681599830567,19.06477232227739
ATL - Above The Line,Launch,ooh,12463.77,180677.85,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Launch,0.06898338672947459,2251927166.4945,9.430661544122763,12.104476424904362,0.0667080909768467,21.535052205446203
ATL - Above The Line,Title,bvod,37689.38,31263.42,False,False,False,Spring,bvod_ATL - Above The Line,bvod_Title,1.2055424518494777,1178298916.4796,10.53716016846029,10.35023598873385,0.7909734885523938,20.887337639969406
ATL - Above The Line,Brand,radio,11138.27,14979.9,False,False,False,Winter,radio_ATL - Above The Line,radio_Brand,0.7435476872342273,166850170.773,9.318231981711135,9.614531335373282,0.5559219381987147,18.93260679266667
ATL - Above The Line,Launch,print,5300.0,31002.69,False,False,False,Summer,print_ATL - Above The Line,print_Launch,0.17095290763478913,164314257.0,8.575650760987806,10.341861508641571,0.15781786829435224,18.91729135952228
ATL - Above The Line,Brand,partnership,533.87,35206.8,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Brand,0.01516383198700251,18795854.316000003,6.2820237267147885,10.46902292794764,0.015050010293058115,16.749146941579983
ATL - Above The Line,Title,tv,688.63,7921.68,False,False,False,Summer,tv_ATL - Above The Line,tv_Title,0.08692979267024166,5455106.4984,6.536155221883512,8.977484811407956,0.0833570178933161,15.51206288345294
ATL - Above The Line,Title,bvod,30299.16,29873.25,False,False,False,Spring,bvod_ATL - Above The Line,bvod_Title,1.0142572368255882,905134381.47,10.318908272011571,10.304752184316175,0.7002505104827086,20.62359397955794
ATL - Above The Line,Title,olv,12965.25,103859.99,False,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.12483392305352618,1346570735.3475,9.470105106746038,11.550808649415272,0.11763540080647412,21.02082700232848
ATL - Above The Line,Brand,radio,2959.73,4535.53,False,False,False,Summer,radio_ATL - Above The Line,radio_Brand,0.6525654113190741,13423944.206899999,7.993191138533614,8.419917681615482,0.5023288752093696,16.412550625954037
ATL - Above The Line,Brand,tv,1493.61,63164.34,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.02364641188366727,94342889.86739999,7.309620582227185,11.053511011977427,0.023371166092378593,18.36244647842277
ATL - Above The Line,Title,bvod,81.99,109463.83,False,False,False,Summer,bvod_ATL - Above The Line,bvod_Title,0.0007490145374960843,8974939.421699999,4.418720118610357,11.60335858943242,0.0007487341661001599,16.009946854065888
ATL - Above The Line,Title,tv,459.61,15712.37,False,True,False,Winter,tv_ATL - Above The Line,tv_Title,0.0292514751116477,7221562.375700001,6.132551697962893,9.662267221294046,0.02883181485766632,15.79258202145937
DR - Direct Response,Brand,display,100051.43,150795.95,False,False,False,Spring,display_DR - Direct Response,display_Brand,0.6634888403833126,15087350435.7085,11.513449627573006,11.923689508887264,0.508917107937699,23.43712251026101
DR - Direct Response,Title,ott,314.83,13794.64,False,False,False,Spring,ott_DR - Direct Response,ott_Title,0.022822632558732958,4342966.5112,5.7552040941430676,9.532107879196113,0.022566092229506916,15.284068430761371
DR - Direct Response,Title,ott,4470.7,42909.15,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.10418989889102906,191833936.905,8.405523928505986,10.66686367366811,0.0991119429279655,19.072140648999618
DR - Direct Response,Title,app,19569.83,20266.96,False,False,False,Fall,app_DR - Direct Response,app_Title,0.9656026360144788,396620961.8168,9.881795471345646,9.916796593039482,0.6757988832976402,19.79849162897385
DR - Direct Response,Title,app,329.68,20262.42,False,False,False,Spring,app_DR - Direct Response,app_Title,0.016270514578219188,6680114.6256,5.801151140384475,9.916572569084758,0.01613956822297085,15.714645854584582
DR - Direct Response,Brand,ott,4432.38,14843.12,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,0.2986151159594479,65790348.225600004,8.396917551802124,9.605359106222187,0.261298401221213,18.001983717234747
DR - Direct Response,Brand,pmax,17261.67,55553.6,False,True,False,Fall,pmax_DR - Direct Response,pmax_Brand,0.31072099737910774,958947910.5119998,9.756301645605335,10.925121599920187,0.27057736548842337,20.681347315952348
DR - Direct Response,Brand,app,3248.17,64587.95,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.05029065019094119,209792641.5515,8.086154858092195,11.075798622507945,0.04906693557035229,19.161630184443574
DR - Direct Response,Title,app,562877.51,25843.72,False,False,True,Summer,app_DR - Direct Response,app_Title,21.78004985350406,14546848762.737202,13.240819093427202,10.159861603754468,3.1258851464935535,23.40064022729524
DR - Direct Response,Title,paid social,156.25,7047.3,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.02217161182296766,1101140.625,5.05783689558055,8.860541731976882,0.02192939531992235,13.911858040493149
DR - Direct Response,Brand,paid social,21467.9,41308.12,False,False,True,Winter,paid social_DR - Direct Response,paid social_Brand,0.5197016954535816,886798589.3480002,9.974360655279915,10.628838577815813,0.4185140626069821,20.60312844611112
DR - Direct Response,Title,app,2324.76,42096.29,False,False,False,Spring,app_DR - Direct Response,app_Title,0.055224819099260296,97863771.1404,7.751802146327697,10.647738647052282,0.05375384289801755,18.399086989377068
DR - Direct Response,Title,app,12792.55,22182.84,False,False,False,Summer,app_DR - Direct Response,app_Title,0.57668675426591,283775089.842,9.456696416654287,10.007119374864267,0.45532565430377475,19.46369254872544
ATL - Above The Line,Brand,ott,7043.46,179379.0,False,False,False,Spring,ott_ATL - Above The Line,ott_Brand,0.039265800344521935,1263448811.34,8.859996771288552,12.097261739671994,0.03851450263813642,20.95711097137986
DR - Direct Response,Title,paid social,845.49,5743.53,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.14720737943390216,4856097.1797,6.741098388154327,8.656003376666414,0.1373306234034629,15.395745829741962
DR - Direct Response,Brand,ott,4801.24,2982.51,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,1.6097984583454874,14319746.3124,8.476837754707624,8.000855738724578,0.9592729993283422,16.477150073558963
DR - Direct Response,Brand,youtube,111.02,13245.54,False,False,False,Winter,youtube_DR - Direct Response,youtube_Brand,0.008381689232753061,1470519.8508000001,4.718677426781686,9.49149166523798,0.008346757928717566,14.201127216270423
DR - Direct Response,Brand,display,9434.8,56217.77,False,False,True,Winter,display_DR - Direct Response,display_Brand,0.16782593831096465,530403416.3959999,9.152266244881151,10.937005965886076,0.15514384788194963,20.08914843986947
