Feature,VIF
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_June,1188598476476.774
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_January,1182357476337.7517
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_July,1171287289303.1199
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_August,1169918074391.6082
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_April,1169158781768.0415
CHANNEL_MONTH_online display_November,1164322551026.4985
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_September,1163871204902.5703
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_June,1162219258676.257
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_August,1161919408506.3198
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_May,1161919408506.3198
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_May,1161469923241.9075
CHANNEL_MONTH_bvod_May,1153438244940.5803
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_November,1149757372318.2273
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_May,1126885932033.153
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_December,1124353920202.3457
CHANNEL_MONTH_tv_February,1121833261270.5183
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_March,1116964193296.254
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_pmax_October,1116272060322.3438
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_October,1115718971230.149
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_July,1114476522487.1309
CHANNEL_paid social,1108578369814.276
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ooh_November,1104906679924.0667
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_April,1098438933504.999
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_March,1094967086644.9054
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_October,1088746434756.5565
CHANNEL_MONTH_ooh_March,1082205845817.733
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_January,1079223490862.8076
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_July,1076643468173.6782
CHANNEL_MONTH_pmax_October,1075229706904.7382
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_August,1074844779802.0277
CHANNEL_MONTH_radio_February,1067709726735.5372
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_July,1065562434016.4429
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_December,1063298223909.927
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_February,1057928030859.877
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_bvod_June,1056191282216.3452
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_March,1054830689160.4395
CHANNEL_MONTH_display_November,1052119992377.1747
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_September,1048323935607.6573
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_September,1047105237705.3002
CHANNEL_MONTH_app_August,1045525160155.6578
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_November,1036143938196.364
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_June,1035667385850.4072
CHANNEL_MONTH_olv_December,1031870690198.3036
CHANNEL_olv,1031752491952.0037
ATL_OR_DR_MONTH_ATL - Above The Line_December,1027749800860.4509
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_June,1027046665306.8406
CHANNEL_MONTH_bvod_April,1025876908284.8511
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_January,1025526500596.72
CAMPAIGN_TYPE_MONTH_Brand_January,1024826402860.5066
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_May,1019952355876.004
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_August,1011022477802.3339
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_September,1007742140830.2743
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_January,1003028870238.4178
AVG_COST_BY_CAMPAIGN_TYPE_MONTH,1002024613943.8193
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_September,1000244225956.8009
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_November,999689151469.5885
CAMPAIGN_TYPE_CHANNEL_Launch_bvod,992310152554.9181
CHANNEL_MONTH_pmax_August,990891007122.2213
CHANNEL_MONTH_print_August,989475915054.4867
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_July,989367229211.4446
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_October,989367229211.4446
CHANNEL_MONTH_digital audio_July,983211358447.876
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_pmax_August,983104044394.3453
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_September,981390199906.4058
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_October,980215393921.1005
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_October,980215393921.1005
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_print_October,979788888800.282
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_pmax_August,978617911206.1052
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_September,977449729217.6877
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_January,968828574243.411
SEASON_Summer,968203725114.5858
ATL_OR_DR_MONTH_ATL - Above The Line_March,964988135284.0145
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_January,963336818688.8761
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_July,956787683741.3418
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_pmax_October,956178264834.5002
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_August,954253549607.0549
CHANNEL_MONTH_bvod_November,953344544320.5961
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_September,952739502299.6606
CHANNEL_MONTH_paid social_May,947926673830.8768
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_September,944943270535.1439
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_December,937078574151.1644
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_July,929727421009.5986
CHANNEL_MONTH_display_December,928290142712.6654
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_August,922490706138.9791
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_December,918258665994.596
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_August,917043296145.4889
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_August,916017416326.756
MONTH_June,912583511118.6415
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_December,912398627911.3646
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_November,912306214396.9403
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_April,912306214396.9403
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_October,910645966509.0479
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_February,904246486772.512
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_print_November,898653023520.0032
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ooh_December,891625346935.3585
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_December,891360638767.0452
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_June,879265839002.4397
ATL_OR_DR_MONTH_ATL - Above The Line_October,878922643905.249
CHANNEL_bvod,877467048683.9739
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_September,877467048683.9739
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_July,875250146219.1227
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_July,872959803715.9325
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_March,866743577246.0538
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_April,863502948398.1394
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_March,860697492091.8291
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_January,859383575492.8911
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_September,859301588889.6195
CAMPAIGN_TYPE_MONTH_Title_November,857420205115.7537
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_cinema_December,857093848581.3105
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_September,855872221089.0338
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ooh_December,854329816441.3347
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_August,851825161220.0674
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_February,845270200332.3003
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_January,835082445275.449
CHANNEL_MONTH_ctv_September,831843300216.198
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_October,828629186268.7205
ATL_OR_DR_MONTH_ATL - Above The Line_August,824382139368.5697
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_August,818985202285.9603
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_March,816017326937.9409
AVG_COST_PER_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,806952092343.7549
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_October,805004848935.6504
CHANNEL_MONTH_cinema_August,803855355175.4567
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_August,799502863016.2428
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_January,797732641461.4287
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_September,796674266295.8599
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_October,793026875747.5781
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_August,791980942120.8997
CHANNEL_MONTH_tv_October,788583370227.7178
CAMPAIGN_TYPE_CHANNEL_Brand_radio,788100381025.5483
CHANNEL_MONTH_digital audio_August,787136175368.4342
MEDIAN_COST_PER_FREE_TRIALS_BY_ATL_OR_DR_MONTH,786654956745.9381
CHANNEL_MONTH_pmax_September,785625752703.0957
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_tv_October,785488728938.7802
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_March,782146513958.0576
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_November,781467920765.3125
CHANNEL_MONTH_cinema_December,778092541010.7975
CHANNEL_ooh,772752166673.0432
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_December,771362443670.5482
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_October,767746271287.1626
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_pmax_September,765657876125.5519
ATL_OR_DR_MONTH_ATL - Above The Line_June,765527728602.838
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_September,763710298010.9371
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_June,762094868833.3186
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_February,759140265886.3036
CHANNEL_MONTH_radio_October,758564869019.7905
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_August,756780310430.2632
CHANNEL_digital audio,752984388458.5347
CHANNEL_MONTH_cinema_April,752669779789.5038
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_April,749662859320.9315
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_October,749538092264.3748
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_August,747795704005.0637
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_pmax_September,747051443538.2759
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_November,747051443538.2759
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_May,743168255341.666
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_December,740967362186.6561
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_tv_October,740784542704.2513
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_July,740540923681.739
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_October,738779466432.168
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_April,735041558245.5519
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Launch_July,734801701316.7721
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_October,734142901193.3322
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_December,732054555814.45
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_radio_December,731638311651.4492
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_cinema_December,728384219209.202
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_May,728325321803.2661
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_April,724925493339.3153
CHANNEL_MONTH_ott_May,721904244188.5863
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_ooh_June,719080253452.099
AVG_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,718793332913.6534
CHANNEL_MONTH_print_July,716848329068.1251
CHANNEL_MONTH_print_September,716563186534.6852
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_December,715765992906.9447
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_November,715027328311.5815
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_September,714800353522.8151
CHANNEL_MONTH_online display_December,712256781175.1536
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_May,712144153600.6477
ATL_OR_DR_MONTH_DR - Direct Response_November,711975279008.8524
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_January,704072481414.9138
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_March,700567726121.2562
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_January,698286631114.1167
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_February,692595098403.7672
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_February,689678350286.4465
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_ooh_June,689572749559.1022
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_August,684853957933.4696
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_March,683917938856.5674
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_January,679480933519.9904
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_May,678712927039.484
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_November,675303587849.8269
MEDIAN_FREE_TRIALS_BY_CHANNEL_MONTH,670977298475.938
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_February,669929286332.5394
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_December,669132995672.0149
CHANNEL_MONTH_display_February,669083290353.6616
CHANNEL_MONTH_paid social_February,668685913492.2786
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_December,668289008364.8162
ATL_OR_DR_MONTH_DR - Direct Response_May,665917437138.917
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_September,664002893825.3588
CAMPAIGN_TYPE_MONTH_Brand_March,660884823152.1749
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_February,648699982336.4056
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_October,647953331036.6874
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_May,640352570364.0688
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_November,640307048748.2045
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_May,640216024930.0585
CHANNEL_MONTH_olv_July,638129596510.1659
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_July,637632681207.7723
CHANNEL_MONTH_online display_February,635204460842.101
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_February,634846296499.929
AVG_COST_PER_FREE_TRIALS_BY_CHANNEL_MONTH,632839124200.1681
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_January,631862452103.8928
CHANNEL_MONTH_paid social_October,629258016958.292
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_December,628818713679.2091
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_May,628336187983.3269
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_January,627635652898.125
CHANNEL_MONTH_partnership_December,627329659753.5166
CHANNEL_MONTH_print_May,627023964827.0791
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_February,625022500502.4629
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_digital audio_July,624675723333.1709
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_bvod_February,622775306280.9232
CHANNEL_print,622431017534.4476
CAMPAIGN_TYPE_MONTH_Launch_July,618286604526.4272
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_August,617608286803.4142
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_December,617481267892.0266
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_January,616424805279.2904
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_December,615582234468.3564
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_January,614364590051.2238
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_print_May,607158695971.7555
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_February,606055662410.2404
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_March,605200514327.8231
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_November,601763712903.5938
CHANNEL_MONTH_pmax_December,601361947839.5642
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_February,601321800837.2383
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_October,601281659194.9928
CHANNEL_MONTH_ooh_May,598127316205.6572
CHANNEL_MONTH_cinema_March,597809733506.4042
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_April,597532125165.2509
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_June,597373607556.7709
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_December,597333991295.2445
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_December,597294380287.8641
CHANNEL_MONTH_partnership_January,596029595999.2716
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_January,595241822280.0021
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_January,595084517358.6808
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_May,592734881201.6973
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_March,590016982493.187
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_August,589245012085.6334
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_July,589090860349.3127
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_May,588975299466.4874
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_March,584769152421.0214
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_March,581822831518.6998
CHANNEL_MONTH_partnership_June,581222123942.7626
ATL_OR_DR_MONTH_DR - Direct Response_June,577532652907.2192
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_November,576682198267.5582
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_bvod_June,576276343873.384
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_September,575062201030.5172
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_March,575025488683.6691
CHANNEL_MONTH_ctv_November,573816605385.8057
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_December,571559061789.5166
CHANNEL_MONTH_tv_December,570220261758.7358
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_digital audio_October,569319212106.7563
CHANNEL_MONTH_app_January,569175308356.4608
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_July,565992161288.2363
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_September,565139870419.1864
CAMPAIGN_TYPE_MONTH_Brand_October,564750094347.0432
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_January,564184106153.5228
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_March,563196351825.2356
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_July,562703770521.7087
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_February,562106793231.4648
CHANNEL_MONTH_ctv_June,560358296300.9203
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_September,559453369859.689
CHANNEL_MONTH_ott_December,554801309192.5465
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_December,553914227583.8505
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_August,553778005210.021
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_pmax_December,552351705080.0878
MONTH_November,551101275987.5791
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_February,550663279008.4363
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_August,548083196710.53864
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_May,547616686207.50195
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_September,546553352836.2252
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_June,545428076464.8778
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_February,544603619006.04584
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_October,544274533490.90533
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_July,544110139829.7084
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_December,539191814112.0019
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_December,539094999685.2401
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_May,537486529104.9643
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_September,535155323791.87164
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_May,534996391942.3255
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_August,533159657555.4038
CHANNEL_MONTH_display_March,523430919034.2278
ATL_OR_DR_MONTH_DR - Direct Response_October,519146931108.9909
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_tv_August,512384052263.5527
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_April,510785939363.7854
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_March,508163568673.6808
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_August,507219239483.1058
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_bvod_September,505312721163.59
CHANNEL_MONTH_digital audio_May,504491948848.49286
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_May,503955645652.15643
CHANNEL_MONTH_app_May,503842884977.4007
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_May,503645675170.0398
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_August,502045552351.6522
CHANNEL_MONTH_youtube_May,501319043509.8231
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_April,499927804559.08264
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_April,496346462486.4161
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_pmax_December,495527273738.2952
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_February,489814522526.56433
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_August,488300946261.5739
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_March,488274475781.4816
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_November,486665185581.4238
CHANNEL_MONTH_paid social_November,485484787082.466
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_January,484805385367.4036
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_October,480179083843.7462
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_April,475866401877.694
